ID,label,key_Region Id,key_MarketPlace Id,key_ASIN,key_Binding Code,key_binding_description,key_brand_code,key_case_pack_quantity,key_classification_code,key_classification_description,key_color_map,key_country_of_origin,key_cpsia_cautionary_statement,key_creation_date,key_currency_code,key_customer_return_method,key_customer_return_policy,key_delivery_option,key_discontinued_date,key_ean,key_esrb_age_rating,key_esrb_descriptors,key_excluded_direct_browse_node_id,key_fedas_id,key_fma_qualified_price_max,key_fma_override,key_Product Group Code,key_Product Group Description,key_has_ean,key_has_online_play,key_has_platform,key_has_recommended_browse_nodes,key_has_upc,key_inner_package_type,key_is_adult_product,key_is_advantage,key_is_certified_organic,key_is_conveyable,key_is_discontinued,key_is_manufacture_on_demand,key_is_phone_upgradeable,key_Is Sortable,key_is_super_saver_shipping_excl,key_isbn,key_item_classification_id,key_item_display_diameter,key_item_display_height,key_item_display_length,key_item_display_length_uom,key_item_display_volume,key_item_display_volume_uom,key_item_display_weight,key_item_display_weight_uom,key_item_display_width,key_item_height,key_item_length,key_item_name,key_item_package_quantity,key_item_weight,key_item_width,key_language_code,key_manufacturer_name,key_manufacturer_sku,key_manufacturer_vendor_code,key_max_weight_recommendation,key_mfg_series_number,key_min_weight_recommendation,key_model_number,key_monthly_recurring_charge,key_number_of_items,key_number_of_licenses,key_number_of_pages,key_number_of_points,key_ordering_channel,key_preferred_vendor,key_product_sample_received_day,key_product_type,key_product_type_id,key_program_member,key_program_member_code,key_publication_date,key_publication_day,key_publication_month,key_publication_year,key_publisher,key_publisher_code,key_publisher_studio_label,key_recall_description,key_recall_external_identifier,key_recall_notice_expiration_date,key_recall_notice_publication_date,key_recall_notice_receive_date,key_target_gender,key_unit_count,key_upc,key_variation_theme_description,key_variation_theme_id,key_video_game_region,key_video_game_region_description,key_wireless_provider,key_wireless_provider_code,key_pkg_dimensional_uom,key_pkg_height,key_pkg_length,key_pkg_weight,key_pkg_weight_uom,key_pkg_width,key_release_date_embargo_level,key_dw_creation_date,key_dw_last_updated,key_is_deleted,key_last_updated,key_version,key_external_testing_certification,cand_Region Id,cand_MarketPlace Id,cand_ASIN,cand_Binding Code,cand_binding_description,cand_brand_code,cand_case_pack_quantity,cand_classification_code,cand_classification_description,cand_color_map,cand_country_of_origin,cand_cpsia_cautionary_statement,cand_creation_date,cand_currency_code,cand_customer_return_method,cand_customer_return_policy,cand_delivery_option,cand_discontinued_date,cand_ean,cand_esrb_age_rating,cand_esrb_descriptors,cand_excluded_direct_browse_node_id,cand_fedas_id,cand_fma_qualified_price_max,cand_fma_override,cand_Product Group Code,cand_Product Group Description,cand_has_ean,cand_has_online_play,cand_has_platform,cand_has_recommended_browse_nodes,cand_has_upc,cand_inner_package_type,cand_is_adult_product,cand_is_advantage,cand_is_certified_organic,cand_is_conveyable,cand_is_discontinued,cand_is_manufacture_on_demand,cand_is_phone_upgradeable,cand_Is Sortable,cand_is_super_saver_shipping_excl,cand_isbn,cand_item_classification_id,cand_item_display_diameter,cand_item_display_height,cand_item_display_length,cand_item_display_length_uom,cand_item_display_volume,cand_item_display_volume_uom,cand_item_display_weight,cand_item_display_weight_uom,cand_item_display_width,cand_item_height,cand_item_length,cand_item_name,cand_item_package_quantity,cand_item_weight,cand_item_width,cand_language_code,cand_manufacturer_name,cand_manufacturer_sku,cand_manufacturer_vendor_code,cand_max_weight_recommendation,cand_mfg_series_number,cand_min_weight_recommendation,cand_model_number,cand_monthly_recurring_charge,cand_number_of_items,cand_number_of_licenses,cand_number_of_pages,cand_number_of_points,cand_ordering_channel,cand_preferred_vendor,cand_product_sample_received_day,cand_product_type,cand_product_type_id,cand_program_member,cand_program_member_code,cand_publication_date,cand_publication_day,cand_publication_month,cand_publication_year,cand_publisher,cand_publisher_code,cand_publisher_studio_label,cand_recall_description,cand_recall_external_identifier,cand_recall_notice_expiration_date,cand_recall_notice_publication_date,cand_recall_notice_receive_date,cand_target_gender,cand_unit_count,cand_upc,cand_variation_theme_description,cand_variation_theme_id,cand_video_game_region,cand_video_game_region_description,cand_wireless_provider,cand_wireless_provider_code,cand_pkg_dimensional_uom,cand_pkg_height,cand_pkg_length,cand_pkg_weight,cand_pkg_weight_uom,cand_pkg_width,cand_release_date_embargo_level,cand_dw_creation_date,cand_dw_last_updated,cand_is_deleted,cand_last_updated,cand_version,cand_external_testing_certification
38295,0,1,1,B007SYUQ4Q,office_product,Office Product,SHCB7,3,base_product,Base Product,,,no_warning_applicable,10-Apr-12,USD,,,,,8.45E+11,,,,,15.38,,229,gl_office_product,Y,N,N,Y,Y,,N,N,,Y,N,N,,Y,N,,1,,7.6,0.5,inches,,,1,ounces,2.5,8.63,7.38,"Sharpie Metallic Permanent Markers, Fine Point, Gold, 2 Count",1,0.02,9.5,en_US,Cell Distributors,,SAZJ9,,,,1823813,,1,,,,office_product_ordering_channel,,,WRITING_INSTRUMENT,25567,,,1-May-12,1,5,2012,,SAZJ9,Cell Distributors,,,,,,,2,8.45E+11,SIZE_NAME/COLOR_NAME,66,,,,,inches,0.499999999,7.699999992,0.02,pounds,2.499999997,,11-Apr-12,20-Mar-18,N,19-Mar-18,5487,,1,1,B00WHXQIJA,office_product,Office Product,,1,base_product,Base Product,,,,22-Apr-15,USD,,,,,7.13E+11,,,,,14.74,,229,gl_office_product,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1.8,6,KINGLAKE 328 Feet Natural Jute Twine Best Arts Crafts Gift Twine Christmas Twine Industrial Packing Materials Durable String for Gardening Applications,1,,3.2,en_US,KINGLAKE,,,,,,FBA_11,,,,,,office_product_ordering_channel,,,OFFICE_PRODUCTS,3523,,,,,,,,,KINGLAKE,,,,,,,,7.13E+11,SIZE_NAME,24,,,,,inches,1.732283463,4.015748027,0.260145469,pounds,1.732283463,,28-Apr-15,18-Mar-18,N,17-Mar-18,479,
21947,1,1,1,B01414IM64,miscellaneous,Misc.,,,base_product,Base Product,,,,17-Aug-15,USD,,,,,7.15E+11,,,,,31.46,,200,gl_sports,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Chinoook Tactical Rifle Red and Green Reflex Dot Sight with 4 Reticles,,,,en_US,Qinuke,,,,,,,,,,,,,,,SPORTING_GOODS,954,,,,,,,,,Qinuke,,,,,,,,7.15E+11,,,,,,,inches,1.999999998,4.699999995,0.35,pounds,3.599999996,,18-Aug-15,29-Sep-17,N,29-Sep-17,76,,1,1,B01HCU3NTU,miscellaneous,Misc.,,,base_product,Base Product,black,,,21-Jun-16,USD,,,,,6.96E+12,,,,,44.62,,200,gl_sports,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,CVLIFE Red & Green Dot Sight 4 Reticles Reflex Sight New Design ON & OFF Switch with 20mm Rail Mount,,,,en_US,Huihaozi,,,,,,,,,,,,,,,SPORTING_GOODS,954,,,,,,,,,Huihaozi,,,,,,,,,,,,,,,inches,2.199999998,3.999999996,0.449743014,pounds,3.199999997,,22-Jun-16,23-Mar-18,N,22-Mar-18,169,
28769,0,1,1,B01COI9EAC,toy,Toy,,,base_product,Base Product,,,,8-Mar-16,USD,,,,,7.66E+11,,,,,39.22,,21,gl_toy,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,,,,10.9,16.6,Play Food Set for Kids & Toy Food for Pretend Play - Huge 125 Piece Play Kitchen Set with Childrens Educational Food Toys for Toddlers Inspires Imagination - Fake Plastic Foods for Cooking (Edition 1),1,2,3.7,en_US,Mommy Please,,,,,,,,,,,,,,,TOYS_AND_GAMES,6335,,,,,,,,,Mommy Please,,,,,,,,7.66E+11,SIZE_NAME,24,,,,,inches,3.899999996,16.69999998,2.050299037,pounds,10.99999999,,8-Mar-16,1-Dec-17,N,1-Dec-17,428,,1,1,B0029ZAP40,toy,Toy,STCM7,1,base_product,Base Product,,,no_warning_applicable,16-May-09,USD,,,in_store,,8.85E+11,,,,,49.04,,21,gl_toy,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,8,18,inches,,,2.34,pounds,13,7.5,10.5,Step2  101 Piece Play Food Assortment,1,0.992080179,5,en_US,Step2,,SBAE9,,,,896699,,1,,,,toy_ordering_channel,,,TOYS_AND_GAMES,6335,,,,,,,,SBAE9,Step2,,,,,,female,,8.86E+11,,,,,,,inches,5.984251962,10.98425196,2.200213375,pounds,7.204724402,,4-Jan-11,23-Feb-18,N,23-Feb-18,8831,
45875,1,1,1,B00Y44HKQ0,office_product,Office Product,,,base_product,Base Product,,,,23-May-15,USD,,,,,6.96E+12,,,,,15.45,,201,gl_home,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Honbay Silver Chrome Color Swivel Eye Lobster Snap Clasp Hook for Key Ring 38x16mm,1,,,en_US,Honbay,,,,,,,,,,,,,,,ART_AND_CRAFT_SUPPLY,32514,,,,,,,,,Honbay,,,,,,,,,COLOR,2,,,,,inches,0.3,6.999999993,0.35,pounds,3.999999996,,23-May-15,14-Oct-17,N,13-Oct-17,174,,1,1,B016R0CRU2,office_product,Office Product,,,base_product,Base Product,Silver,,,16-Oct-15,USD,,,,,7.18E+11,,,,,20.78,,201,gl_home,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1,6,"Metal Swivel Clasps Lanyard Snap Hook Lobster Claw Clasp Jewelry Findings 1 5/8"" x 1"" Pack of 50",50,,4,en_US,ljdeals,,,,,,,,,,,,,,,FASHIONOTHER,1135,,,,,,,,,ljdeals,,,,,,,,7.18E+11,,,,,,,inches,0.31496063,4.881889759,0.599657353,pounds,3.385826768,,17-Oct-15,14-Oct-17,N,13-Oct-17,90,
21416,1,1,1,B01MXEARX9,wireless_phone_accessory,Wireless Phone Accessory,,,base_product,Base Product,Starry Night,,,9-Nov-16,USD,,,,,7.16E+11,,,11974541,,24.96,,267,gl_musical_instruments,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,0.5,10.04,"Fintie Samsung Galaxy Tab A 10.1 with S Pen Case - Ultra Lightweight Protective Slim Shell Stand Cover with Auto Sleep / Wake for Galaxy Tab A with S Pen 10.1 inch (SM-P580/ SM-P585), Starry Night",1,0.475,6.6,en_US,Fintie,,,,,,ESAH094US,,,,,,,,,INSTRUMENT_PARTS_AND_ACCESSORIES,5450,,,,,,,,,Fintie,,,,,,,,7.16E+11,COLOR,2,,,,,inches,0.549999999,10.15999999,0.55,pounds,6.929999993,,10-Nov-16,15-Dec-17,N,15-Dec-17,75,,1,1,B01NBAMWQD,consumer_electronics,Electronics,,,base_product,Base Product,,,,22-Nov-16,USD,,,,,6.12E+11,,,,,,,147,gl_pc,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"Galaxy Tab A 10.1 with S pen case,Beimu Painting Series Ultra Lightweight Slim Smart PU Leather Protective Cover Case for Samsung Galaxy Tab A 10.1 with S pen P580 / 585 Tablet",1,,,en_US,glass screen protector fintie keyboard 8.0 halloween and keyboard rubber marble screen pro,,,,,,,,,,,,,,,CARRYING_CASE_OR_BAG,612,,,,,,,,,glass screen protector fintie keyboard 8.0 halloween and keyboard rubber marble screen protector owl,,,,,,,,6.12E+11,COLOR,2,,,,,,,,,,,,22-Nov-16,10-Dec-16,N,9-Dec-16,6,
9992,0,1,1,B005RISB3S,pc,Personal Computers,,1,base_product,Base Product,,,,2-Oct-11,USD,,,,,6.11E+11,,,,,26.98,,147,gl_pc,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,0.9,6.5,Cable Matters Gold Plated DisplayPort to VGA Cable 6 Feet,1,,6.3,en_US,Cable Matters,,CAC3A,,,,102019-6,,,,,,pc_ordering_channel,,,SYSTEM_POWER_DEVICE,6517,,,,,,,,FBAHO,Cable Matters,,,,,,,,6.11E+11,SIZE_NAME,24,,,,,inches,1.496062991,8.976377944,0.277779615,pounds,6.338582671,,2-Oct-11,19-May-17,N,19-May-17,1784,,1,1,B01CP8K60I,wireless_phone_accessory,Wireless Phone Accessory,MWAYE,,base_product,Base Product,,,no_warning_applicable,8-Mar-16,USD,,,,,3.85E+12,,,,,22.85,,23,gl_electronics,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,0.48,5.6,M.Way High Speed HDMI to DVI Adapter Cable 1.8M 6FT 1080P HD HDMI Male To Female Video Converter Adapter VGA Cable PC TV,1,0.28,4,en_US,M.Way,,,,,,hddv677887,,,,,,ce_ordering_channel,,,WIRELESS_ACCESSORY,3609,,,,,,,,,M.Way,,,,,,,,,,,,,,,inches,0.499999999,7.899999992,0.3,pounds,5.299999995,,9-Mar-16,19-May-17,N,19-May-17,95,
7432,1,1,1,B0097BED4M,wireless_phone,Wireless Phone,,1,base_product,Base Product,silver,,,11-Sep-12,USD,,,,,8.86E+11,,,,,484,,107,gl_wireless,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,0.27,5.44,"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",1,0.284375,2.64,en_US,Apple,,APPCI,,,,6,,,,,,wireless_ordering_channel,,,WIRELESS_LOCKED_PHONE,8600,,,,,,,,APPCI,Apple,,,,,,,,8.86E+11,COLOR_NAME/SIZE_NAME,81,,,Verizon,verizon,inches,1.299999999,6.099999994,0.85,pounds,3.299999997,,12-Sep-12,6-Nov-17,N,5-Nov-17,4020,,1,1,B01H968VFI,wireless_phone_accessory,Wireless Phone Accessory,APPBL,,base_product,Base Product,,,,18-Jun-16,USD,,,,,8.88E+11,,,,,,,107,gl_wireless,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,3.2,5.7,Apple iPhone SE Space Gray 16GB Verizon Prepaid Carrier Locked - Retail Packaging (),1,0.77,1.8,en_US,Apple Computer,,APPF9,,,,MLLY2LL/A,,,,,,wireless_ordering_channel,,,WIRELESS_ACCESSORY,3609,,,,,,,,APPF9,Apple Computer,,,,,,,,8.88E+11,,,,,Verizon,verizon,inches,1,1,1,pounds,1,,19-Jun-16,15-Sep-17,N,15-Sep-17,170,
18818,1,1,1,B01M5984MT,wireless_phone_accessory,Wireless Phone Accessory,,,base_product,Base Product,Black,,,10-Oct-16,USD,,,,,7.39E+11,,,,,89.7,,107,gl_wireless,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,LG Leon LTE MS345 (Metro PCS) + GSM Unlocked 8GB Black Android Smartphone (Certi,1,,,en_US,LG,,,,,,,,,,,,,,,WIRELESS_ACCESSORY,3609,,,,,,,,,LG,,,,,,,,7.39E+11,,,,,T-Mobile,t_mobile,inches,2.699999997,5.799999994,0.55,pounds,3.199999997,,11-Oct-16,11-Feb-18,N,11-Feb-18,74,,1,1,B00ET2OIVC,wireless_phone_accessory,Wireless Phone Accessory,,,base_product,Base Product,,,no_warning_applicable,27-Aug-13,USD,,,,,7.24E+11,,,,,107.48,,107,gl_wireless,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,6,3,"Motorola DROID RAZR M XT907 Factory Unlocked GSM Android Smartphone, Black",1,0.59,9,en_US,Motorola,,,,,,MOTO-XT907,,,,,,unorderable_ordering_channel,,,WIRELESS_ACCESSORY,3609,,,,,,,,,Motorola,,,,,,,,7.24E+11,,,,,AT&T,att,inches,1.699999998,5.299999995,0.7,pounds,4.799999995,,28-Aug-13,1-Feb-18,N,1-Feb-18,829,
32496,1,1,1,B01J62652O,kitchen,Kitchen,,,base_product,Base Product,Purple,,,27-Jul-16,USD,,,,,,,,,,21.74,,201,gl_home,N,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"Popular tapestry hippie Mandala tapestry wall hanging Bohemian tapestries Psychedelic tapestry wall art Magical Thinking Tapestry 84x54 Inches,(215x140cms)Purple By Popular Handicrafts",1,,,en_US,Popular Handicrafts,,,,,,Th527,,,,,,,,,HOME_BED_AND_BATH,6398,,,,,,,,,Popular Handicrafts,,,,,,,,,SIZE_NAME/COLOR_NAME,66,,,,,inches,1.614173227,10.11811023,0.701069993,pounds,7.007874009,,28-Jul-16,6-Oct-17,N,5-Oct-17,85,,1,1,B01M593H27,kitchen,Kitchen,,,base_product,Base Product,,,,10-Oct-16,USD,,,,,,,,,,30.96,,201,gl_home,N,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"Popular Handicrafts Hippie Mandala elephant peacock Bohemian Psychedelic Intricate Floral Design Indian Popular Handicrafts Bedspread Magical Thinking Tapestry 84x90 Inches,(215x230cms) Neavy blue",1,,,en_US,Popular Handicrafts,,,,,,Kp626,,,,,,,,,HOME_BED_AND_BATH,6398,,,,,,,,,Popular Handicrafts,,,,,,,,,SIZE_NAME/COLOR_NAME,66,,,,,inches,2.599999997,9.49999999,1.599999999,pounds,6.399999993,,11-Oct-16,27-Oct-17,N,27-Oct-17,55,
39507,1,1,1,B004BSGI9O,home_improvement,Tools & Home Improvement,GUAA0,1,base_product,Base Product,,,,11-Nov-10,USD,,,,,6.72E+11,,,,,369.66,,469,gl_tools,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,G-Link Dual 11' Retractable System w/ Alumnium Rebar Hooks,1,,,en_US,Guardian Fall Protection,,QUAH9,,,,10997,,1,,,,home_improvement_ordering_channel,,,TOOLS,955,,,,,,,,QUAH9,Guardian Fall Protection,,,,,,,,6.72E+11,,,,,,,inches,7.899999992,14.19999999,9.1,pounds,9.99999999,,4-Jan-11,19-Sep-14,N,18-Sep-14,155,,1,1,B004A7XV50,home_improvement,Tools & Home Improvement,GUAA0,1,base_product,Base Product,,,,1-Nov-10,USD,,,,,7.47E+12,,,,,42.52,,469,gl_tools,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Guardian Fall Protection 10785 Premium 3-Foot Cross-Arm Straps with Large and Small D-Rings,1,,,en_US,Guardian Fall Protection,,QUAH9,,,,10785,,1,,,,home_improvement_ordering_channel,,,TOOLS,955,,,,,,,,QUAH9,Guardian Fall Protection,,,,,,,,6.72E+11,SIZE_NAME,24,,,,,inches,1.799999998,10.59999999,0.95,pounds,5.099999995,,4-Jan-11,17-Feb-18,N,17-Feb-18,954,
34095,1,1,1,B007XQORTO,home_improvement,Tools & Home Improvement,GLIA9,10,base_product,Base Product,White,,,26-Apr-12,USD,,non_returnable,,,7.82E+11,,,6396121011,,14.85,,60,gl_home_improvement,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,3.5,1.3,inches,,,1,pounds,3.2,3.5,1.3,"3 Outlet Lateral Swivel Grounded Wall Adapter Tap, White Finish, Globe Electric 46505",1,0.440924524,3.2,en_US,Globe Electric,,GLFY9,,,,46505,,1,,,,home_improvement_ordering_channel,,,HOME_LIGHTING_ACCESSORY,30503,,,,,,,,GLFY9,Globe Electric,,,,,,,,7.82E+11,STYLE_NAME,165,,,,,inches,0.393700787,6.299212592,0.440924524,pounds,4.724409444,,27-Apr-12,21-Mar-18,N,20-Mar-18,1620,,1,1,B00NFBYMPU,,,,,base_product,Base Product,White,,,9-Sep-14,USD,,,,,54732813599,,,,,,,60,gl_home_improvement,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Prime Wire White 3 Outlet Swivel Power Tap,1,,,en_US,"Prime Wire & Cable, Inc.",,,,,,PWC-PB101100W-1PK,,,,,,,,,HOME_LIGHTING_ACCESSORY,30503,,,,,,,,,"Prime Wire & Cable, Inc.",,,,,,,,54732813599,,,,,,,inches,1.899999998,8.499999991,0.25,pounds,5.299999995,,9-Sep-14,1-Jun-17,N,31-May-17,52,
34680,0,1,1,B00DCMBBWE,,,,,base_product,Base Product,,,,12-Jun-13,USD,,,,,6.10E+11,,,,,256.26,,196,gl_furniture,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"Wooden Kitchen Buffet/Kitchen Cabinet/Side Board,HC-001",1,,,en_US,,,,,,,,,,,,,,,,HOME_FURNITURE_AND_DECOR,929,,,,,,,,,,,,,,,,,6.10E+11,,,,,,,,,,,,,,12-Jun-13,28-Apr-17,N,28-Apr-17,254,,1,1,B007J0E3G6,kitchen,Kitchen,TARAT,,base_product,Base Product,White,,,10-Mar-12,USD,,,,,24319110038,,,,,165.35,,196,gl_furniture,Y,N,N,N,Y,,,N,,N,N,N,,N,,,1,,6.7,43.5,inches,,,60,pounds,21,36,39.3,"Target Marketing Systems 11001WHT 2-Doors 1-Open Shelf Sideboard Buffet, Antique White",1,54,15,en_US,Target Marketing Systems,,TARW7,,,,11001WHT,,1,,,,universal_catalog_ordering_channel,,,HOME_FURNITURE_AND_DECOR,929,,,,,,,,TARW7,Target Marketing Systems,,,,,,,,24319110038,COLOR_NAME,8,,,,,inches,6.7,43.5,60,pounds,21,,11-Mar-12,26-Dec-17,N,26-Dec-17,772,
25086,1,1,1,B01IWEPEYM,office_product,Office Product,,,base_product,Base Product,Black White Blue Gold,,,22-Jul-16,USD,,,,,7.12E+11,,,723463011,,27.5,,229,gl_office_product,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1.25,7.3,"Modern Chic Thank You Cards and Envelopes | 36 Thank You Notes / Note Cards | Cute Polka Dot Striped Originals by Luxye | For Bridal & Baby Shower, Wedding, Business & more (Assorted)",,0.65,5.3,en_US,Luxye,,,,,,Modern-Chic,,36,,,,,,,PAPER_PRODUCT,25587,,,,,,,,,Luxye,,,,,,,,7.12E+11,COLOR,2,,,,,inches,2.099999998,5.299999995,0.649999999,pounds,3.799999996,,23-Jul-16,22-Mar-18,N,22-Mar-18,345,,1,1,B0071EX3IO,health_and_beauty,Health and Beauty,,,base_product,Base Product,,,,25-Jan-12,USD,,,,,7.94E+11,,,,,21.07,,229,gl_office_product,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,,,,1,4.63,It's Your Birthday - 36 Birthday Cards- 6 Designs - Blank Cards - Yellow Envelopes Included,36,,6.13,en_US,Note Card Cafe,,,,,,NCS092A,,,,,,,,,PAPER_PRODUCT,25587,,,,,,,,,Note Card Cafe,,,,,,,36,7.94E+11,,,,,,,inches,0.999999999,8.999999991,1.2,pounds,6.099999994,,25-Jan-12,15-Dec-17,N,14-Dec-17,323,
6856,1,1,1,B00895ICIK,health_and_beauty,Health and Beauty,GUARH,1,base_product,Base Product,Multi,,no_warning_applicable,5-Jun-12,USD,,,,,,,,,,163.55,,121,gl_drugstore,N,N,N,Y,Y,,N,N,,Y,N,N,,N,,,1,,9,29.25,inches,,,13,pounds,12.25,27.25,6.1,"GermGuardian AC5250PT 3-in-1 Air Purifier with Pet Pure True HEPA Filter, UV-C Sanitizer, Captures Allergens, Smoke, Odors, Mold, Dust, Germs, Pets, Smokers, 28-Inch Digital Germ Guardian Air Purifier",1,10.55,9.5,en_US,Guardian Technologies,,GUAL9,,,,AC5250PT,,1,,,,kitchen_ordering_channel,,,HEALTH_PERSONAL_CARE,1203,,,,,,,,GUAL9,Guardian Technologies,,,,,,,1,8.96E+11,COLOR_NAME,8,,,,,inches,8.999999991,29.49999997,13.39969628,pounds,12.27999999,,6-Jun-12,22-Mar-18,N,21-Mar-18,8176,,1,1,B01GWUOOYE,kitchen,Kitchen,SERE1,1,base_product,Base Product,,,,11-Jun-16,USD,,,in_store,,68888766906,,,16250381,,158.13,,201,gl_home,Y,N,N,Y,Y,,,N,,Y,N,N,,N,,,1,,,,,,,,,,16.1,12.8,"Updated Premium SereneLife Air Purifier, Hepa Air Purifier, Allergy Air Filter, Air Cleaner Purifier, Air Fresh Cleaner, Circulation Air Fan, UV Light, Odor Reductions, 430 Sq. Ft. Coverage (PSLAPU35)",1,,6.4,en_US,SereneLife,,SOUFV,,,,PSLAPU35,,,,,,kitchen_ordering_channel,,,HOME,953,,,,,,,,SOUFV,SereneLife,,,,,,,,68888766906,,,,,,,inches,8.199999992,17.79999998,10.49999999,pounds,14.59999999,,11-Jun-16,9-Feb-18,N,8-Feb-18,610,
34063,1,1,1,B019D9HESO,kitchen,Kitchen,RTICA,12,base_product,Base Product,,,no_warning_applicable,15-Dec-15,USD,,standard,,,7.42E+11,,,374273011,,34.46,,79,gl_kitchen,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,14,ounces,10,4.5,8.5,RTIC 30 oz. Tumbler,1,1.1,4.5,en_US,RTIC,,SPIG9,,,,RTIC30,,,,,,kitchen_ordering_channel,,,KITCHEN,6419,,,,,,,,SPIG9,RTIC,,,,,,unisex,,7.42E+11,SIZE_NAME/COLOR_NAME,66,,,,,inches,4.015748027,8.346456684,1.005307915,pounds,4.094488185,,15-Dec-15,24-Mar-18,N,24-Mar-18,13413,,1,1,B01HOVOB7K,apparel,Apparel,,,base_product,Base Product,,,,28-Jun-16,USD,,,,,6.53E+11,,,,,47.83,,79,gl_kitchen,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,TREK Hot Pink Gloss Vacuum Insulated Stainless Steel 30oz Tumbler,1,0.875,,en_US,TrekTumblers,,,,,,SYNCHKG106705,,,,,,,,,KITCHEN,6419,,,,,,,,,TrekTumblers,,,,,,,,6.53E+11,SIZE_NAME/COLOR_NAME,66,,,,,inches,4.299999991,8.699999982,1.049999998,pounds,4.299999991,,29-Jun-16,7-Jul-17,N,6-Jul-17,386,
44403,0,1,1,B01IZARPBS,kitchen,Kitchen,,,base_product,Base Product,Multi,,,24-Jul-16,USD,,,,,,,,,,26.39,,201,gl_home,N,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,11,5.2,inches,,,0.15,kilograms,11,11.02362204,11.02362204,"Lunch Bag, Shubb Neoprene Insulated Lunch Tote with Zipper for Women Girls Kids, Machine-Washable, Water-resistent - Blue Flower",1,0.330693393,5.196850388,en_US,,,,,,,LB029,,,,,,,,,HOME,953,,,,,,,,,,,,,,,,,,COLOR_NAME,8,,,,,inches,1.099999999,12.09999999,0.35,pounds,11.09999999,,24-Jul-16,22-Nov-17,N,21-Nov-17,291,,1,1,B00XVODJS2,,,,,base_product,Base Product,,,,19-May-15,USD,,,,,7.02E+11,,,6498205011,,16.93,,79,gl_kitchen,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,0.5,14,KOSOX Lunch Tote/ Lunch Bag - Taste of Home - Simple & Delicious (Flower - Blue),1,0.3,10.75,en_US,,,,,,,COMIN16JU019514,,,,,,,,,KITCHEN,6419,,,,,,,,,,,,,,,,,7.02E+11,COLOR_NAME,8,,,,,inches,0.499999999,13.99999999,0.3,pounds,10.74999999,,19-May-15,27-Sep-17,N,26-Sep-17,129,
