ID,label
13106,0
5201,1
18908,1
50707,0
27911,1
20097,0
24943,0
3804,1
48208,1
31012,0
27852,1
6385,1
12125,1
36272,1
20882,1
43557,1
14374,1
18549,1
16637,0
44875,1
17450,1
29626,0
29393,1
43422,1
34687,1
16460,0
31429,0
48167,1
32883,0
28081,1
31222,1
45273,1
13665,1
11426,1
33025,1
25886,1
23601,0
32910,1
17023,0
9731,1
45152,1
24599,1
44400,1
35767,0
24279,1
1849,0
42721,1
11060,1
21173,0
6063,0
20632,1
5817,1
31324,1
8940,1
15841,0
4268,0
18998,1
17073,0
37184,0
12377,1
21939,1
1620,1
6287,0
26544,0
41560,1
30121,1
24080,1
31248,1
1257,1
14706,0
14837,0
45108,1
46865,0
20275,1
51559,0
991,0
47165,1
41405,1
11764,0
16519,1
30483,1
14329,0
35521,1
42848,0
24367,1
9784,0
9906,0
11252,1
12199,1
38589,0
25330,0
8314,1
23958,0
26731,0
4021,0
49769,0
19364,0
52280,1
33930,1
36607,0
49605,0
40731,1
19959,0
17095,1
43983,1
7625,1
15886,0
18561,0
40561,1
41777,0
43156,0
37706,1
44047,1
33273,1
13710,1
571,1
48807,1
11902,0
18377,1
35362,0
34293,1
26620,1
31814,1
31127,1
20737,1
1314,0
14828,0
25610,0
20806,0
37936,0
33235,0
13998,0
19576,0
37083,0
38212,0
17171,1
16897,0
29970,0
27801,1
3970,1
8355,0
5564,0
49558,1
34539,1
25960,0
4911,0
32856,0
51787,1
2136,0
23621,1
14718,1
51069,1
24426,0
7497,1
24107,0
173,1
27634,0
15299,1
37525,1
29977,0
29239,1
17967,1
14798,1
49909,0
30738,0
17189,1
8275,1
50563,0
37596,1
23519,1
40982,0
18794,0
8876,1
28429,0
42090,0
34417,0
5684,1
6630,0
7023,1
3055,1
35880,0
26844,1
12466,1
38257,0
32215,1
7882,1
25829,1
4305,0
3022,0
13419,1
2880,0
33611,1
24346,1
28639,1
38302,1
37193,0
45943,1
12636,1
25640,1
9611,1
43105,0
300,1
7814,1
11776,0
35168,1
16324,1
40168,0
22668,1
25204,1
27070,0
8137,1
35637,0
772,0
12972,0
38037,0
1711,1
5886,1
27848,1
27280,1
18326,1
25209,1
17035,0
23580,1
48491,0
47338,0
21048,0
32139,1
39596,1
40509,1
2000,0
10071,1
5493,1
4378,1
9092,0
12716,1
39127,0
44118,0
4610,1
45100,1
30025,1
21993,1
33942,0
39478,1
16062,0
15624,1
47173,0
42238,1
21487,1
40837,1
41225,1
1275,0
4654,1
32168,1
42869,0
22280,1
23294,1
16488,0
16613,0
51185,0
46999,1
48144,1
13113,0
4280,0
34295,1
28203,1
8298,0
17853,0
17485,1
24344,0
28123,1
33683,0
48971,0
45156,0
4768,1
17141,0
10542,1
41913,1
34787,0
9104,1
21396,1
8556,1
14963,0
2079,0
41488,0
48965,0
2005,0
28461,1
5775,1
37565,1
6149,1
40601,0
2837,1
43365,0
47837,0
4884,0
30879,0
14324,0
37804,1
22188,0
20903,1
31636,0
43895,0
49869,0
44089,0
18161,0
21268,0
41820,1
17017,1
40562,1
38833,1
28345,1
20463,1
44840,1
26419,1
36302,0
8672,1
47136,0
44980,0
1829,1
10276,0
7733,1
20019,1
47500,1
4312,1
39143,0
35076,1
6801,1
26659,0
16209,0
9808,1
26047,0
430,0
3708,0
2411,1
37720,1
39921,0
21903,0
30618,0
7829,0
20592,1
11532,0
34357,1
50471,1
36676,0
28789,0
43227,1
7336,0
5275,1
23732,0
33202,1
49320,0
36552,0
18897,1
24397,1
2689,0
49253,1
50543,0
35028,0
43992,1
24308,0
4471,0
38740,0
27772,0
41866,1
8836,1
23253,0
14309,0
23492,1
6481,1
49535,0
51045,0
33601,0
29893,0
1724,0
25530,1
26600,0
5090,0
47838,0
44956,0
33110,1
47682,1
36970,1
9409,0
42418,1
27939,1
6056,1
7572,1
12194,0
43971,0
45023,1
20075,1
30791,1
15385,0
46790,0
663,0
51116,1
35317,0
10937,1
19314,1
29937,0
29619,0
5670,0
17872,1
4303,1
2338,1
32409,1
28098,1
21509,0
45650,0
28211,0
31328,1
40529,0
21899,1
35957,0
26275,0
12133,0
26876,1
38427,1
46329,1
11992,1
32771,0
41304,1
7265,1
2315,0
34136,1
2188,0
51038,0
12604,0
9980,0
28332,0
45926,1
3435,1
38532,0
18582,0
5946,1
44437,1
38883,1
45135,0
36320,0
40235,1
806,1
29751,1
7781,0
49510,0
49421,1
29772,0
20136,0
40611,1
17010,1
22074,1
33705,0
2322,1
30600,0
24944,1
12782,1
32032,1
36147,1
15543,0
33909,1
39189,0
38067,1
28571,0
29378,1
30878,1
32873,0
4181,0
26790,1
12518,1
24605,1
25293,1
51507,0
4931,0
46253,1
34588,1
21710,1
10552,0
12529,1
17707,0
43689,0
40405,0
50986,0
20731,1
38245,0
44549,0
48842,1
29328,1
3947,1
4572,0
17358,0
39530,0
11690,1
32385,1
4982,1
15965,0
51599,0
31358,0
32209,0
11607,1
30665,0
24510,0
26669,1
30771,1
34412,0
10757,0
28114,0
51132,1
10377,0
15656,1
33012,0
4811,1
20773,1
30976,0
10000,1
3308,0
8082,1
28222,0
30200,1
3264,1
20175,1
18481,0
31733,0
44925,0
47946,0
37502,1
623,0
4087,0
13143,1
26474,0
38015,1
32702,1
23180,0
27846,0
10489,1
10149,1
7131,1
28284,1
42143,1
46093,0
40166,0
24031,0
39119,1
39917,0
9891,1
36809,0
13980,1
35075,0
20079,0
46839,0
6394,0
44159,1
14697,0
33746,1
24964,0
2312,1
1078,1
12401,1
34013,0
31126,1
44181,0
14815,1
34550,1
42264,1
28154,0
40932,0
47488,0
15542,1
15512,1
22911,0
20285,1
47328,0
50086,0
35228,0
25299,0
30795,0
50538,0
36251,0
15002,0
26993,0
17790,1
20451,1
38663,1
27221,1
35841,1
45177,1
4261,0
24764,1
39765,0
26349,0
34547,0
52108,0
43294,0
40426,1
9006,0
42537,0
45330,1
42887,0
34321,1
37400,0
39212,1
6456,1
21141,0
14961,0
11267,0
7825,0
33305,1
50346,0
7592,0
14343,1
33037,0
11470,1
48372,0
27738,1
3077,0
23589,0
27649,0
33747,0
20727,1
602,1
47025,0
47023,1
31498,0
10012,1
24834,0
46400,0
8213,0
47237,1
3040,0
4234,1
23541,1
48171,1
21714,1
19545,1
11955,1
17124,1
51510,1
14288,1
51750,0
20848,1
27476,0
48467,1
39107,0
10998,1
49973,0
51841,1
14638,0
12089,0
26307,0
26113,1
2701,0
36010,1
36702,1
14232,1
45969,1
17175,0
8258,0
23170,1
1974,0
16279,1
12374,1
2537,0
14908,1
19836,1
42102,1
44655,0
2862,0
51280,0
43830,1
28342,0
16851,0
39633,0
8003,0
26651,0
41318,1
19556,0
18819,1
51203,0
6970,1
14964,1
23434,1
29059,0
39201,1
20294,1
424,0
23999,0
23551,1
17664,0
22389,1
50005,1
28462,1
44720,0
7792,1
36142,0
15975,0
24962,0
7662,0
36840,1
44643,1
47179,0
35429,0
39326,0
40094,1
47472,0
18797,1
9288,0
48394,0
24043,1
36140,0
45149,1
5056,0
39980,1
208,1
6030,0
14523,0
28024,0
52320,1
3063,1
34088,1
10162,0
49156,1
46275,1
360,1
6802,1
38526,1
24539,1
44807,1
39979,1
31476,0
50521,0
3646,0
8012,0
16620,0
39912,0
14657,1
37621,0
27635,1
14942,0
8000,1
19382,1
37676,1
51557,1
46718,1
22953,0
26924,0
36267,0
24274,0
26793,1
39915,0
24386,0
20160,1
8817,1
40934,0
31463,1
6269,1
5040,1
9802,0
5342,0
49243,0
44674,0
8879,1
1252,1
5260,1
7847,0
36424,1
22499,0
36009,1
9537,1
11166,1
5124,0
13416,0
12302,1
9443,1
26546,1
27758,1
4321,1
21876,1
51393,0
29793,0
35765,0
23265,1
5797,1
35706,1
1779,1
49611,1
38904,1
26437,0
23354,1
52315,0
42309,1
39349,0
8216,0
19072,1
33236,0
43563,1
33310,1
30172,0
22851,0
19282,1
42307,1
43412,0
49724,0
47854,0
27206,1
33129,1
7283,1
38031,1
35467,1
11973,1
7449,0
25464,0
49877,1
41987,0
40315,0
15080,0
7496,1
17838,0
9718,1
13108,1
2728,0
33014,1
12160,1
35094,1
48379,0
19897,0
31383,0
34892,1
5082,0
23083,1
11566,0
32191,0
46104,1
35581,0
16906,1
6140,1
36910,1
51300,0
22819,0
12811,0
34238,0
34863,1
30947,0
18955,0
20929,0
5250,1
40042,0
50786,1
8166,1
11543,0
15139,1
22803,1
23197,1
35196,1
7744,0
26596,0
29091,0
7812,1
31003,1
34734,1
42217,1
48624,0
46823,0
47524,1
33509,0
40625,0
42339,0
20421,1
20078,1
9872,0
12706,0
1557,1
125,0
40797,1
26588,1
11905,0
4703,0
51179,0
7102,1
35597,1
50245,0
16758,1
513,0
19523,1
38210,1
43590,1
45826,1
1665,1
43297,0
7296,0
45284,0
21359,1
44206,1
49645,0
19071,0
36024,1
34100,0
23403,0
49130,1
24790,1
14936,0
32369,1
36671,0
4531,1
28317,0
24745,1
45182,0
22264,1
27856,1
9295,1
12236,0
33495,0
23270,1
14911,0
2927,0
19281,0
16251,0
14940,1
6874,1
44266,0
52228,1
9361,1
22781,0
13917,1
19876,1
23976,1
16019,1
47369,1
20651,1
15417,0
18023,1
47043,0
13837,1
27010,0
27429,0
20349,1
41294,0
41308,0
30740,1
23176,1
50283,0
270,1
8690,1
48554,1
22930,1
19408,1
14372,1
7077,1
34479,1
21003,0
39999,1
32350,0
51131,1
13208,0
40749,0
23385,0
42635,0
50546,0
12785,1
26084,0
41214,0
45533,0
4793,0
30435,0
23283,0
46539,1
12637,0
26025,1
42029,1
43682,1
31977,0
51795,1
4988,0
51506,0
22494,1
37749,0
40203,1
39968,0
35051,1
49475,0
16907,0
17868,0
11578,1
34885,0
38559,0
41655,1
47452,0
26784,1
26255,1
19062,1
38704,1
1777,0
21832,0
21349,0
25533,1
30637,1
20940,1
49185,1
20370,1
31982,1
46077,1
28426,1
2928,1
31974,0
32506,1
46296,1
47876,1
22498,0
52305,1
47135,0
5179,1
43706,1
12605,1
29455,0
48811,1
399,0
27625,0
27286,0
32928,0
35441,1
1153,0
4130,0
28764,0
42625,1
25728,1
41612,0
42286,0
3857,1
43023,1
39110,0
20499,0
4056,0
945,0
52044,1
41711,1
30911,0
1104,1
3154,0
45068,1
3247,1
24245,0
22098,1
11026,0
1525,1
21820,1
13293,1
47701,1
11200,1
51144,1
43180,0
10914,0
51924,0
24624,0
19315,1
28369,1
1975,0
732,1
45967,1
22980,1
7599,1
11429,1
13722,1
1213,1
31743,0
1991,0
22883,1
28260,1
51030,0
38757,0
26037,1
37638,1
25999,1
14861,1
39019,0
51353,1
36434,1
38435,1
15889,0
27980,1
44816,1
47398,1
21997,1
22451,1
35118,0
36038,1
34523,1
50792,0
40954,1
1281,0
28594,1
9821,1
52249,0
49783,1
958,0
12145,1
1353,0
17818,0
48246,0
20728,0
18197,1
6422,1
47617,1
30488,0
12363,1
34527,1
1455,1
36595,1
18138,0
19934,0
7381,1
34414,1
27566,1
22330,0
28300,0
17421,0
26434,0
35343,0
45211,0
23177,0
16922,1
30016,0
19915,1
16934,1
34705,0
6181,0
17835,0
6585,0
27234,0
22006,1
13635,1
4421,1
49755,0
11986,0
17590,1
24771,1
32083,1
18126,1
47600,1
40122,0
26034,1
793,0
21284,1
8087,1
5746,1
35552,0
26558,1
27049,0
950,1
30253,1
770,1
22852,0
29542,0
14787,0
4348,0
33667,0
41071,0
41502,1
23142,1
29810,1
36950,1
48325,1
7998,1
23325,0
756,0
27151,1
30562,1
33561,0
44092,0
45708,1
8350,1
27343,1
20033,1
8511,0
50021,1
3223,1
4742,1
7096,1
52021,1
34007,0
10027,1
33112,0
39105,1
21722,0
10909,0
10996,1
32835,0
31214,1
42513,1
31967,1
42971,0
1296,0
29981,0
10217,0
34473,0
21694,0
15095,0
1586,1
15655,1
38496,1
52251,0
34210,1
16457,0
4412,1
14910,0
30159,1
26945,0
13217,1
3644,0
30887,0
40622,1
37601,0
37042,0
4111,0
4015,0
13609,0
8742,1
18543,1
25417,1
47477,1
46812,0
23759,1
731,1
24671,0
4439,1
42827,1
23807,0
30918,0
20587,1
35860,1
26366,0
37872,0
13929,0
38803,0
22289,0
43941,1
24186,0
51985,0
44213,1
26007,1
26151,1
7965,1
6508,1
11786,0
44335,1
29400,0
4124,1
40335,0
20361,0
41901,1
19404,0
36943,0
20344,1
4812,0
8814,0
14954,1
32509,0
50548,1
1547,0
18032,0
7667,1
14508,0
28848,0
35984,1
31533,0
41364,0
14172,1
26807,0
18580,0
1831,1
11059,1
49241,1
5192,0
51876,0
2207,1
10308,0
43665,0
7591,0
16898,0
44518,0
14038,1
17492,1
23115,0
37641,0
22224,1
24590,0
5243,0
16435,0
7411,1
9200,1
26973,0
24311,1
38010,0
39199,0
13402,1
33699,1
35603,0
33640,0
646,1
41492,1
8374,1
10818,1
35978,0
32673,1
20853,1
13125,0
46252,0
23217,1
10427,1
14457,1
50117,1
6839,1
28402,1
52484,0
43938,1
6150,1
26724,0
36066,1
42500,1
38105,1
45835,1
27084,0
24244,1
28162,0
43958,1
15573,1
19323,0
41392,0
46403,1
28550,0
16893,1
21596,1
3044,0
25613,0
12651,0
27534,0
43329,1
12729,0
45225,0
982,0
47040,0
17008,1
38874,0
31937,0
44014,0
9337,0
31839,1
5265,0
31350,0
36263,1
676,1
46640,1
44007,0
37359,0
33613,1
17946,0
19379,1
35309,1
30978,1
47984,0
37023,1
33532,0
29537,1
19342,0
41490,1
42842,1
15140,1
1350,1
46861,1
8086,1
30443,0
15864,1
26103,0
29477,0
13319,0
30239,1
2932,0
38108,1
40994,1
38530,1
24658,1
22357,0
35469,1
9988,1
22654,0
8489,0
47017,1
36353,1
23718,1
19033,1
1037,0
23310,0
19922,1
41221,1
13882,0
13037,0
11595,1
15060,1
43174,1
13785,1
21837,0
35902,1
27455,1
3645,1
48735,1
7666,1
9877,1
50243,1
14583,0
33437,0
47085,1
43362,1
20319,1
28302,0
49681,1
29111,0
8972,1
46582,1
41843,0
22705,1
23536,0
51902,0
37342,1
26341,1
48043,1
36666,0
21581,1
9152,0
15969,1
25460,1
19405,1
18025,1
15464,0
37211,0
36592,1
2130,1
15261,0
32113,1
2917,1
2766,1
32313,0
35971,1
12728,1
1479,0
47673,0
1407,1
652,1
9089,0
36291,0
50584,0
24623,0
34846,0
8507,1
454,1
21567,0
33813,0
24020,1
32052,0
28106,1
47797,0
27774,1
37771,1
27644,1
37808,1
23124,1
49833,1
34101,1
17609,0
11181,0
13177,1
48572,0
50708,0
14836,0
23044,0
16175,0
